,Aircraft,Type of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended,Date of Post,Overall Rating (/10)
1411,E90,Business,Economy Class,October 2017,4,5,4,5,4,,3,Yes,13th October 2017,9
1412,,Couple Leisure,Economy Class,October 2017,1,1,,,1,,1,No,7th October 2017,1
1413,Boeing 767-300ER,Solo Leisure,Economy Class,October 2017,4,4,2,5,4,,5,Yes,7th October 2017,8
1414,,Business,Economy Class,October 2017,2,2,2,3,1,,2,No,5th October 2017,3
1415,A330,Couple Leisure,Business Class,September 2017,4,5,4,4,4,,4,Yes,3rd October 2017,9
1416,,Solo Leisure,Economy Class,September 2017,1,,,,1,,1,No,1st October 2017,1
1417,Boeing 787-9,Solo Leisure,Economy Class,September 2017,1,2,2,3,2,,2,No,27th September 2017,2
1418,,Solo Leisure,Economy Class,September 2017,4,4,4,,5,,5,Yes,26th September 2017,10
1419,Boeing 777 / 787 / A320,Family Leisure,Economy Class,July 2017,5,5,5,5,5,,5,Yes,26th September 2017,10
1420,Boeing 787,Business,Business Class,September 2017,5,5,4,3,5,,5,Yes,24th September 2017,9
1421,E190,Solo Leisure,Economy Class,September 2017,5,4,4,,5,,5,Yes,22nd September 2017,10
1422,,Couple Leisure,Economy Class,September 2017,1,1,1,,1,,1,No,20th September 2017,1
1423,,Business,Business Class,September 2017,4,4,3,1,3,,2,No,19th September 2017,2
1424,E190,Couple Leisure,Economy Class,September 2017,2,3,2,3,1,,4,No,16th September 2017,3
1425,,Solo Leisure,Economy Class,August 2017,2,1,1,1,1,,1,No,15th September 2017,1
1426,,Couple Leisure,Economy Class,September 2017,1,3,2,2,1,,1,No,15th September 2017,2
1427,,Solo Leisure,Economy Class,August 2017,4,3,,,1,,1,No,15th September 2017,2
1428,,Solo Leisure,Economy Class,August 2017,2,5,3,3,4,,4,Yes,12th September 2017,8
1429,E190,Solo Leisure,Economy Class,August 2017,3,3,,1,3,2,1,No,12th September 2017,2
1430,E175,Family Leisure,Economy Class,September 2017,3,1,1,1,5,,2,Yes,8th September 2017,4
1431,,Business,Economy Class,August 2017,3,1,1,1,1,,2,No,8th September 2017,1
1432,,Couple Leisure,Premium Economy,July 2017,1,3,3,3,3,3,1,No,6th September 2017,3
1433,,Couple Leisure,Economy Class,September 2017,1,1,1,1,1,1,1,No,5th September 2017,1
1434,,Solo Leisure,Economy Class,September 2017,3,3,,,3,,3,Yes,3rd September 2017,10
1435,,Couple Leisure,Economy Class,August 2017,3,4,4,4,3,3,1,No,2nd September 2017,2
1436,,Couple Leisure,Economy Class,July 2017,3,3,3,1,4,1,3,No,2nd September 2017,3
1437,E190,Business,Economy Class,August 2017,4,2,2,3,1,,2,No,1st September 2017,2
1438,A320-200,Solo Leisure,Economy Class,August 2017,4,5,5,4,5,,5,Yes,31st August 2017,10
1439,Embraer E175,Family Leisure,Economy Class,August 2017,4,5,5,5,5,,4,Yes,30th August 2017,10
1440,Bombardier Q400,Family Leisure,Economy Class,August 2017,4,5,5,,5,,4,Yes,30th August 2017,10
1441,Dash 8,Couple Leisure,Economy Class,August 2017,3,4,4,,4,,4,Yes,30th August 2017,9
1442,,Solo Leisure,Economy Class,August 2017,2,1,1,1,1,1,2,No,29th August 2017,1
1443,,Family Leisure,Economy Class,August 2017,2,2,3,4,1,1,1,No,28th August 2017,1
1444,,Couple Leisure,Economy Class,August 2017,3,3,,,1,,3,No,27th August 2017,3
1445,,Couple Leisure,Economy Class,April 2017,,,,,1,,1,Yes,26th August 2017,3
1446,,Solo Leisure,Economy Class,July 2017,2,3,3,3,3,1,1,Yes,25th August 2017,5
1447,Embraer E190,Family Leisure,Economy Class,August 2017,4,5,5,5,5,,4,Yes,25th August 2017,10
1448,Boeing 787,Family Leisure,Economy Class,July 2017,3,5,3,5,5,,5,Yes,24th August 2017,7
1449,A330,Business,Economy Class,August 2017,3,3,,,2,,2,No,24th August 2017,1
1450,,Couple Leisure,Economy Class,August 2017,3,1,,3,1,,2,No,16th August 2017,1
1451,,Solo Leisure,Economy Class,August 2017,,,,,1,,3,No,14th August 2017,2
1452,,Family Leisure,Economy Class,August 2017,3,4,3,3,1,3,2,No,14th August 2017,3
1453,,Family Leisure,Economy Class,August 2017,1,1,1,,1,,1,No,11th August 2017,1
1454,,Business,Economy Class,August 2017,1,1,,,1,,1,No,9th August 2017,1
1455,,Family Leisure,Economy Class,August 2017,1,2,1,1,1,,1,No,8th August 2017,4
1456,DASH 400,Business,Economy Class,March 2017,4,4,4,,5,,5,Yes,8th August 2017,9
1457,,Family Leisure,Economy Class,August 2017,2,4,3,3,2,,1,No,7th August 2017,1
1458,Boeing 787-9,Family Leisure,Business Class,July 2017,5,5,5,5,5,,5,Yes,4th August 2017,9
1459,,Solo Leisure,Economy Class,August 2017,1,1,,,1,,1,No,3rd August 2017,1
1460,A320-200,Solo Leisure,Economy Class,August 2017,1,1,1,1,1,1,1,No,2nd August 2017,1
1461,,Solo Leisure,Economy Class,July 2017,3,3,2,2,1,2,1,No,30th July 2017,1
1462,,Family Leisure,Economy Class,July 2017,2,1,1,4,1,,1,No,26th July 2017,1
1463,Boeing 777-300,Family Leisure,Economy Class,July 2017,2,1,2,3,4,2,2,No,26th July 2017,2
1464,,Couple Leisure,Premium Economy,July 2017,4,1,1,1,1,,1,No,25th July 2017,4
1465,,Solo Leisure,Economy Class,July 2017,3,5,3,,1,,1,No,23rd July 2017,1
1466,A319,Solo Leisure,Business Class,July 2017,3,1,2,3,1,,2,No,21st July 2017,2
1467,Boeing 787,Business,Business Class,April 2017,1,4,2,,1,,2,No,20th July 2017,3
1468,,Solo Leisure,Economy Class,July 2017,3,4,1,,1,,1,No,19th July 2017,1
1469,Boeing 777-300ER,Solo Leisure,Business Class,July 2017,3,2,3,2,1,,2,No,17th July 2017,4
1470,,Solo Leisure,Premium Economy,July 2017,4,4,4,5,5,,4,Yes,14th July 2017,9
1471,CRJ-Canadair Regional Jet,Solo Leisure,Economy Class,July 2017,3,3,,,3,,2,No,12th July 2017,5
1472,Boeing 777,Couple Leisure,Premium Economy,July 2017,4,4,4,3,2,,4,Yes,10th July 2017,8
1473,Boeing 777,Couple Leisure,Business Class,June 2017,4,4,4,3,4,3,4,Yes,10th July 2017,9
1474,,Family Leisure,Economy Class,July 2017,4,4,2,4,1,,1,No,7th July 2017,3
1475,Boeing 787,Solo Leisure,Business Class,July 2017,5,5,4,5,5,,5,Yes,7th July 2017,10
1476,A319-100,Business,Economy Class,July 2017,3,4,,1,4,,3,Yes,7th July 2017,5
1477,Boeing 767,Couple Leisure,Economy Class,June 2017,1,4,,3,3,,3,Yes,7th July 2017,4
1478,Boeing 777,Business,Business Class,June 2017,5,5,3,3,3,,4,Yes,6th July 2017,8
1479,Boeing 787-9,Business,Business Class,June 2017,5,5,4,5,4,,4,Yes,6th July 2017,9
1480,A320,Solo Leisure,Economy Class,June 2017,5,5,5,5,5,,5,Yes,5th July 2017,10
1481,Boeing 787-8,Solo Leisure,Economy Class,July 2017,5,5,5,5,5,,5,Yes,4th July 2017,10
1482,Boeing 787-9 Dreamliner,Solo Leisure,Premium Economy,July 2017,4,4,4,3,4,,4,Yes,4th July 2017,7
1483,Boeing 787-9 Dreamliner,Couple Leisure,Economy Class,June 2017,3,3,1,1,3,,3,No,3rd July 2017,5
1484,,Couple Leisure,Economy Class,June 2017,4,4,3,4,1,,2,No,30th June 2017,2
1485,,Business,Business Class,June 2017,1,1,1,1,1,1,1,No,29th June 2017,1
1486,Boeing 787,Solo Leisure,Business Class,June 2017,5,4,3,4,4,,5,Yes,22nd June 2017,8
1487,Boeing 787-9,Family Leisure,Economy Class,April 2017,4,5,4,5,4,4,4,Yes,19th June 2017,9
1488,,Solo Leisure,Economy Class,June 2017,2,2,,1,1,1,1,No,19th June 2017,1
1489,,Business,Economy Class,June 2017,1,1,1,,1,,1,No,19th June 2017,1
1490,Boeing 777 / A330,Solo Leisure,Economy Class,June 2017,3,4,4,4,2,,4,Yes,19th June 2017,7
1491,,Business,Business Class,June 2017,1,1,1,,1,,1,No,14th June 2017,1
1492,A330-300,Couple Leisure,Economy Class,June 2017,4,3,3,4,1,,4,Yes,6th June 2017,5
1493,A320,Couple Leisure,Economy Class,May 2017,4,5,5,5,5,,5,Yes,5th June 2017,10
1494,Boeing 777,Family Leisure,Economy Class,May 2017,1,1,1,,1,,1,No,2nd June 2017,1
1495,Boeing 777-300ER,Solo Leisure,Premium Economy,September 2016,3,3,3,3,5,,3,No,29th May 2017,6
1496,,Couple Leisure,Economy Class,May 2017,3,4,1,3,4,,2,No,29th May 2017,1
1497,A330-300,Business,Premium Economy,May 2017,2,2,1,,1,,1,No,29th May 2017,1
1498,,Business,Economy Class,May 2017,2,2,2,1,1,2,2,No,26th May 2017,1
1499,A321-200,Solo Leisure,Economy Class,May 2017,1,1,,,1,,1,No,24th May 2017,1
1500,Boeing 787-900,Couple Leisure,Economy Class,April 2017,2,1,1,2,1,,1,No,21st May 2017,1
1501,,Family Leisure,Economy Class,May 2017,,,,,1,,1,No,15th May 2017,1
1502,,Couple Leisure,Economy Class,May 2017,3,2,2,4,1,,1,No,12th May 2017,2
1503,Dreamliner,Couple Leisure,Economy Class,April 2017,4,4,4,4,4,,4,Yes,8th May 2017,9
1504,,Solo Leisure,Economy Class,December 2016,2,2,1,2,1,,3,No,7th May 2017,2
1505,Embrayer 175,Solo Leisure,Economy Class,May 2017,4,4,5,3,2,5,1,Yes,7th May 2017,2
1506,,Solo Leisure,Economy Class,May 2017,3,4,2,1,1,,3,No,7th May 2017,1
1507,Boeing 787,Solo Leisure,Premium Economy,May 2017,5,5,1,1,4,1,4,No,7th May 2017,3
1508,,Family Leisure,Economy Class,May 2017,1,3,1,,1,,1,No,5th May 2017,1
1509,,Solo Leisure,Economy Class,March 2017,1,1,1,,1,,1,No,4th May 2017,1
1510,,Business,Economy Class,May 2017,2,2,2,2,1,,1,No,3rd May 2017,1
1511,,Business,Economy Class,April 2017,1,1,1,1,1,1,1,No,29th April 2017,1
1512,Boeing 787,Solo Leisure,Economy Class,April 2017,4,5,3,5,5,,5,Yes,28th April 2017,10
1513,,Family Leisure,Economy Class,April 2017,2,3,2,3,1,,1,No,24th April 2017,1
1514,Boeing 777-200,Solo Leisure,Premium Economy,April 2017,4,5,3,5,5,,4,Yes,23rd April 2017,8
1515,,Couple Leisure,Economy Class,April 2017,1,1,3,3,2,,1,No,23rd April 2017,1
1516,Boeing 787-9,Solo Leisure,Economy Class,March 2017,5,5,5,5,5,,4,Yes,16th April 2017,9
1517,Boeing 777,Business,Economy Class,April 2017,4,5,4,5,5,,5,Yes,13th April 2017,9
1518,,Solo Leisure,Economy Class,April 2017,2,3,2,2,1,,1,No,8th April 2017,1
1519,A321,Solo Leisure,Economy Class,March 2017,4,4,,2,4,,4,Yes,2nd April 2017,8
1520,A320,Solo Leisure,Business Class,March 2017,4,5,4,3,5,,4,Yes,1st April 2017,8
1521,Boeing 777,Solo Leisure,Business Class,March 2017,1,4,4,1,2,,3,No,1st April 2017,5
1522,A320,Couple Leisure,Economy Class,March 2017,5,3,3,4,5,5,5,Yes,31st March 2017,8
1523,,Couple Leisure,Economy Class,December 2016,3,2,,,1,,1,No,29th March 2017,1
1524,Boeing 777-300,Solo Leisure,Economy Class,March 2017,1,2,4,4,3,,3,No,27th March 2017,5
1525,"Q400, A320, Boeing 767",Solo Leisure,Economy Class,March 2017,4,5,2,5,4,5,4,Yes,25th March 2017,8
1526,,Business,Economy Class,March 2017,3,3,,,1,,1,No,24th March 2017,2
1527,,Couple Leisure,Economy Class,March 2017,3,3,2,2,1,3,1,No,16th March 2017,3
1528,CRJ 705,Business,Economy Class,March 2017,5,5,5,5,5,,5,Yes,15th March 2017,10
1529,,Family Leisure,Economy Class,February 2017,2,2,,,1,1,1,No,4th March 2017,2
1530,,Solo Leisure,Economy Class,July 2016,4,4,5,3,4,3,4,Yes,22nd February 2017,8
1531,,Family Leisure,Economy Class,February 2017,3,1,1,3,2,,1,No,19th February 2017,1
1532,Boeing 787,Couple Leisure,Economy Class,December 2016,4,5,5,5,5,,4,Yes,19th February 2017,10
1533,Boeing 777,Couple Leisure,Economy Class,February 2017,1,2,2,4,2,,2,No,18th February 2017,3
1534,,Solo Leisure,Economy Class,February 2017,3,3,,,1,,2,No,14th February 2017,1
1535,,Business,Economy Class,February 2017,3,1,1,1,1,1,1,No,13th February 2017,1
1536,Boeing 787-8,Solo Leisure,Premium Economy,January 2017,5,5,5,5,5,,4,Yes,10th February 2017,10
1537,Dash 8,Business,Economy Class,December 2016,3,4,,,1,,2,No,10th February 2017,3
1538,Boeing 777-200LR,Solo Leisure,Economy Class,February 2017,2,1,1,1,3,,3,No,9th February 2017,5
1539,,Family Leisure,Economy Class,February 2017,1,4,1,,1,,1,No,7th February 2017,1
1540,Boeing 787-8,Solo Leisure,Premium Economy,February 2017,4,5,5,5,5,,4,Yes,7th February 2017,10
1541,Boeing 777-300,Business,Economy Class,January 2017,1,1,1,3,3,,2,No,7th February 2017,1
1542,,Solo Leisure,Business Class,December 2016,5,5,5,5,1,5,1,No,3rd February 2017,1
1543,Boeing 767-300ER,Business,Business Class,November 2016,4,5,5,5,5,,4,Yes,31st January 2017,9
1544,Boeing 763,Business,Business Class,January 2017,4,5,5,3,4,,4,Yes,29th January 2017,8
1545,,Solo Leisure,Economy Class,December 2016,4,3,2,4,2,,1,No,27th January 2017,1
1546,Boeing 772,Business,Economy Class,January 2017,1,3,3,4,2,,2,No,22nd January 2017,5
1547,Boeing 777,Business,Business Class,October 2016,1,5,3,1,2,,2,No,21st January 2017,2
1548,,Solo Leisure,Economy Class,January 2017,1,1,1,1,1,1,1,No,20th January 2017,1
1549,,Solo Leisure,Economy Class,January 2017,5,5,3,5,4,4,5,Yes,19th January 2017,9
1550,,Family Leisure,Premium Economy,January 2017,2,1,1,2,1,,2,No,16th January 2017,2
1551,Embraer 175,Solo Leisure,Economy Class,January 2017,1,2,1,1,2,,2,No,16th January 2017,2
1552,,Solo Leisure,Business Class,December 2016,4,3,2,3,1,,1,No,10th January 2017,2
1553,Boeing 777-300,Family Leisure,Economy Class,January 2017,1,4,3,3,5,,3,Yes,10th January 2017,4
1554,Boeing 777,Family Leisure,Business Class,January 2017,5,5,5,5,5,,4,Yes,4th January 2017,10
1555,,Couple Leisure,Economy Class,November 2016,1,1,1,2,2,,1,No,4th January 2017,2
1556,Boeing 777-300 and A320.,Solo Leisure,Business Class,December 2016,3,1,1,3,3,3,2,No,1st January 2017,4
1557,Q400,Couple Leisure,Economy Class,December 2016,3,3,,,2,,3,No,31st December 2016,3
1558,CRJ,Solo Leisure,Economy Class,December 2016,2,4,3,,4,,3,Yes,30th December 2016,5
1559,Boeing 787-9,Couple Leisure,Business Class,December 2016,5,1,3,3,5,,2,No,29th December 2016,4
1560,,Couple Leisure,Economy Class,December 2016,1,1,3,3,1,,1,No,27th December 2016,1
1561,,Solo Leisure,Business Class,December 2016,3,3,,,1,,1,No,27th December 2016,1
1562,,Couple Leisure,Economy Class,December 2016,2,1,1,1,1,1,1,No,27th December 2016,1
1563,,Couple Leisure,Economy Class,December 2016,3,1,2,3,1,,1,No,26th December 2016,1
1564,,Solo Leisure,Economy Class,December 2016,3,1,1,1,2,1,1,No,25th December 2016,2
1565,Q400,Business,Economy Class,December 2016,2,2,2,,3,,3,No,24th December 2016,3
1566,Boeing 777-300ER,Solo Leisure,Economy Class,December 2016,3,5,4,3,4,,5,Yes,24th December 2016,8
1567,Dash 8-400,Solo Leisure,Economy Class,December 2016,3,3,,,1,,3,No,22nd December 2016,2
1568,Boeing 767-300ER,Solo Leisure,Economy Class,December 2016,4,4,3,4,4,,4,Yes,19th December 2016,8
1569,,Business,Economy Class,December 2016,1,4,,1,1,,1,No,17th December 2016,1
1570,Boeing 777-300,Solo Leisure,Premium Economy,December 2016,1,2,2,1,4,,3,No,12th December 2016,2
1571,E190,Solo Leisure,Premium Economy,December 2016,3,2,3,4,4,,3,No,7th December 2016,5
1572,Boeing 777-200LR,Family Leisure,Economy Class,January 2016,2,4,4,4,3,,3,Yes,6th December 2016,6
1573,,Business,Economy Class,October 2016,4,2,2,5,3,,4,Yes,5th December 2016,7
1574,,Business,Economy Class,October 2016,2,3,,,3,,3,Yes,5th December 2016,4
1575,,Solo Leisure,Economy Class,November 2016,1,2,2,3,3,,2,No,2nd December 2016,4
1576,,Solo Leisure,Economy Class,November 2016,4,5,5,,5,,5,Yes,26th November 2016,10
1577,,Solo Leisure,Economy Class,November 2016,4,4,4,,4,,4,Yes,26th November 2016,8
1578,Boeing 777,Family Leisure,Economy Class,September 2016,4,4,2,2,4,,4,Yes,24th November 2016,10
1579,Boeing 777,Family Leisure,Economy Class,September 2016,2,4,2,2,4,,4,Yes,24th November 2016,8
1580,E175,Family Leisure,Business Class,November 2016,4,4,4,4,4,,4,Yes,19th November 2016,8
1581,Boeing 787/ A320,Solo Leisure,Economy Class,November 2016,5,5,5,5,4,,5,Yes,18th November 2016,10
1582,Boeing 787-9,Solo Leisure,Economy Class,May 2016,3,2,2,3,4,,1,No,15th November 2016,4
1583,Boeing 787-9,Solo Leisure,Economy Class,November 2016,4,3,,5,4,,3,Yes,15th November 2016,8
1584,Boeing 787,Solo Leisure,Economy Class,November 2016,1,4,3,4,5,,4,Yes,14th November 2016,7
1585,A330,Solo Leisure,Economy Class,August 2016,5,5,4,4,5,,5,Yes,13th November 2016,9
1586,,Solo Leisure,Economy Class,November 2016,2,3,2,3,1,3,2,No,13th November 2016,1
1587,,Business,Business Class,November 2016,1,3,1,1,2,,1,No,13th November 2016,1
1588,,Business,Economy Class,November 2016,1,1,1,1,1,1,1,No,13th November 2016,1
1589,Boeing 787-9,Family Leisure,Economy Class,November 2016,4,4,4,4,5,,4,Yes,13th November 2016,7
1590,Boeing 777,Family Leisure,Economy Class,November 2016,4,5,,4,3,,5,Yes,12th November 2016,10
1591,Bombardier Q-400,Family Leisure,Economy Class,November 2016,3,3,2,,3,,3,Yes,12th November 2016,7
1592,,Business,Economy Class,November 2016,2,5,,,1,,1,No,3rd November 2016,1
1593,,Business,Business Class,November 2016,4,3,3,3,3,,2,No,3rd November 2016,3
1594,,Solo Leisure,Economy Class,September 2016,4,3,3,3,1,,1,No,2nd November 2016,1
1595,Dash 8-300 / Boeing 777-300 ER,Solo Leisure,Economy Class,October 2016,1,1,2,2,1,,1,No,1st November 2016,1
1596,Boeing 777,Couple Leisure,Economy Class,October 2016,3,3,2,4,5,,5,Yes,31st October 2016,9
1597,A330,Business,Business Class,October 2016,5,5,5,4,5,,5,Yes,31st October 2016,10
1598,Boeing 767-300,Couple Leisure,Economy Class,October 2016,5,5,5,4,5,,5,Yes,28th October 2016,9
1599,,Business,Economy Class,October 2016,3,4,,,4,,4,Yes,28th October 2016,3
1600,Bombardier Q-400,Family Leisure,Economy Class,October 2016,4,5,3,,4,,4,Yes,26th October 2016,9
1601,,Business,Economy Class,October 2016,2,2,2,,1,,2,No,23rd October 2016,2
1602,,Solo Leisure,Economy Class,October 2016,2,2,1,2,2,1,1,No,18th October 2016,1
1603,Boeing 787-9,Family Leisure,Economy Class,October 2016,4,5,2,5,4,,5,Yes,12th October 2016,8
1604,A320,Couple Leisure,Economy Class,October 2016,1,1,3,3,3,5,1,No,12th October 2016,3
1605,,Business,Economy Class,October 2016,4,4,,,1,,1,No,11th October 2016,2
1606,,Couple Leisure,Business Class,September 2016,3,3,4,2,4,,3,Yes,9th October 2016,7
1607,,Family Leisure,Economy Class,September 2016,1,1,1,1,1,1,1,No,9th October 2016,1
1608,Boeing 777,Business,Economy Class,October 2016,2,2,2,1,1,,2,No,4th October 2016,3
1609,777-300ER,Couple Leisure,Economy Class,September 2016,3,5,5,4,3,,4,Yes,3rd October 2016,10
1610,Boeing 777-300ER,Couple Leisure,Economy Class,September 2016,3,4,4,4,3,,4,Yes,3rd October 2016,9
1611,Boeing 767,Business,Economy Class,September 2016,3,4,2,,1,,1,No,3rd October 2016,1
1612,788,Business,Premium Economy,September 2016,3,4,4,4,3,,4,Yes,23rd September 2016,8
1613,Boeing 777-300ER,Solo Leisure,Economy Class,September 2016,4,2,2,2,3,,4,No,22nd September 2016,5
1614,,Solo Leisure,Economy Class,September 2016,2,1,1,1,3,,1,No,21st September 2016,5
1615,,Solo Leisure,Economy Class,September 2016,1,3,2,1,1,,2,No,18th September 2016,2
1616,DHC-400,Business,Economy Class,December 2015,3,5,,,4,,3,Yes,18th September 2016,9
1617,A330-300,Couple Leisure,Economy Class,August 2016,4,3,1,4,3,,4,Yes,13th September 2016,7
1618,Boeing 787,Business,Business Class,August 2016,4,4,4,4,3,3,3,Yes,10th September 2016,9
1619,Boeing 777-200ER,Business,Business Class,August 2016,4,4,4,4,4,3,4,Yes,10th September 2016,8
1620,A320,Couple Leisure,Economy Class,July 2016,4,5,,5,5,,3,Yes,9th September 2016,8
1621,,Solo Leisure,Economy Class,September 2016,3,3,,,3,,3,No,8th September 2016,5
1622,A330-300,Couple Leisure,Economy Class,September 2016,3,5,4,4,5,3,4,Yes,7th September 2016,8
1623,,Couple Leisure,Economy Class,September 2016,2,3,,,1,,3,Yes,5th September 2016,4
1624,Boeing 767-300,Business,Business Class,September 2016,3,5,4,4,5,,4,Yes,3rd September 2016,8
1625,Boeing 767,Business,Business Class,August 2016,3,4,2,3,5,,3,Yes,31st August 2016,5
1626,Boeing 787-9,Solo Leisure,Business Class,August 2016,5,5,5,,5,,5,Yes,28th August 2016,10
1627,Dash 8 / Boeing 777-200LR,Couple Leisure,Premium Economy,July 2016,5,5,4,4,4,4,4,Yes,27th August 2016,8
1628,,Couple Leisure,Economy Class,July 2016,1,2,1,2,1,2,1,No,24th August 2016,1
1629,Boeing 767-300,Couple Leisure,Economy Class,August 2016,3,3,,,3,,5,No,24th August 2016,6
1630,,Couple Leisure,Economy Class,August 2016,1,1,1,1,1,1,1,No,22nd August 2016,1
1631,,Family Leisure,Economy Class,February 2016,4,5,4,,5,,4,Yes,19th August 2016,8
1632,A330,Family Leisure,Economy Class,July 2016,1,3,2,1,1,,3,No,18th August 2016,1
1633,"Dash 8, A319, and A320",Solo Leisure,Premium Economy,July 2016,5,5,5,5,5,4,5,Yes,15th August 2016,10
1634,Boeing 777-300,Solo Leisure,Business Class,October 2015,3,5,5,4,4,,2,No,15th August 2016,6
1635,,Solo Leisure,Economy Class,August 2016,3,3,1,1,1,1,2,No,14th August 2016,4
1636,,Family Leisure,Economy Class,August 2016,3,1,1,2,4,,4,No,11th August 2016,1
1637,,Business,Economy Class,June 2016,1,1,1,1,1,1,1,No,11th August 2016,1
1638,Boeing 777-200ER,Family Leisure,Economy Class,August 2016,1,1,2,3,3,,2,No,10th August 2016,3
1639,Boeing 777,Solo Leisure,Business Class,July 2016,5,5,5,5,5,,5,Yes,10th August 2016,9
1640,Boeing 777-300ER,Solo Leisure,Business Class,August 2016,4,4,4,5,3,,4,Yes,7th August 2016,6
1641,,Solo Leisure,Economy Class,August 2016,3,5,,,1,,1,No,6th August 2016,2
1642,,Business,Economy Class,July 2016,,,,,2,,2,No,2nd August 2016,5
1643,Boeing 767-200 / A320,Solo Leisure,Economy Class,July 2016,5,5,,3,4,,4,Yes,1st August 2016,10
1644,Boeing 777,Solo Leisure,Economy Class,July 2016,1,4,2,1,4,,2,No,31st July 2016,2
1645,"Boeing 777-300ER, Bombardier CRJ200",Family Leisure,Economy Class,July 2016,3,3,3,4,2,,4,Yes,30th July 2016,6
1646,,Couple Leisure,Economy Class,July 2016,2,5,,,4,,2,No,28th July 2016,1
1647,,Couple Leisure,Economy Class,July 2016,1,1,1,,1,,1,No,27th July 2016,1
1648,,Couple Leisure,Business Class,June 2016,4,4,4,4,4,4,4,Yes,26th July 2016,8
1649,,Couple Leisure,Economy Class,July 2016,1,1,1,2,1,,1,No,19th July 2016,1
